PSA_ID,Sub_Category,Title,PSAs Description,Source,Date,Format,Topic,Original_Language,URL,Translation_Swahili,Translation_Luo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Civic Education,NCIC peace campaign launched before elections,NCIC introduces peace programs to prevent electoral violence.,NCIC,01/02/2023,Peace & Security,Text,English,https://www.ncic.or.ke/,,,NCIC inaleta mipango ya amani kuzuia vurugu za uchaguzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Civic Education,Council of Governors organizes devolution forums,Council of Governors hosts sensitization sessions on devolved services.,Council of Governors,10/02/2023,Devolution,Text,English,https://www.cog.go.ke/,,,Baraza la Magavana linasimamia vikao vya uhamasishaji juu ya huduma zilizopangwa.,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Civic Education,Treasury educates public on budget processes,National Treasury launches budget literacy training to promote transparency.,National Treasury,18/02/2023,Finance,Text,English,https://www.treasury.go.ke/,,,Hazina ya Kitaifa inazindua mafunzo ya uandishi wa bajeti ili kukuza uwazi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,Civic Education,Youth Agenda rolls out civic engagement program,Youth Agenda launches a program to enhance youth participation in governance.,Youth Agenda,25/02/2023,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Ajenda ya vijana inazindua mpango wa kuongeza ushiriki wa vijana katika utawala.,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Civic Education,NGEC champions gender equality forums,NGEC promotes public dialogue on gender equality and anti-discrimination laws.,NGEC,02/03/2023,Gender Equality,Text,English,https://www.ngeckenya.org/,,,NGEC inakuza mazungumzo ya umma juu ya usawa wa kijinsia na sheria za kupinga ubaguzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Civic Education,Katiba Institute educates on constitutional rights,Katiba Institute runs a civic education campaign on citizen rights and freedoms.,Katiba Institute,10/03/2023,Human Rights,Text,English,https://katibainstitute.org/,,,Taasisi ya Katiba inaendesha kampeni ya elimu ya raia juu ya haki za raia na uhuru.,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Civic Education,IEBC introduces online voter education tools,IEBC develops digital platforms for educating new voters.,IEBC,15/03/2023,Voter Education,Text,English,https://www.iebc.or.ke/,,,IEBC inakuza majukwaa ya dijiti kwa kuelimisha wapiga kura wapya.,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Civic Education,EACC launches whistleblower protection initiative,EACC campaigns to encourage anonymous reporting of corruption cases.,EACC,20/03/2023,Governance,Text,English,https://www.eacc.go.ke/,,,Kampeni za EACC za kuhamasisha ripoti isiyojulikana ya kesi za ufisadi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Civic Education,KNCHR promotes awareness on marginalized rights,KNCHR educates citizens on inclusion of marginalized communities.,KNCHR,27/03/2023,Human Rights,Text,English,https://www.knchr.org/,,,KNCHR inaelimisha raia juu ya ujumuishaji wa jamii zilizotengwa.,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Civic Education,NCIC organizes cultural dialogue for peace,NCIC hosts peacebuilding forums through inter-community cultural events.,NCIC,02/04/2023,Peace & Security,Text,English,https://www.ncic.or.ke/,,,NCIC inasimamia vikao vya kujenga amani kupitia hafla za kitamaduni za jamii.,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Civic Education,Council of Governors sensitizes on county budgets,Council of Governors rolls out civic education on how county budgets work.,Council of Governors,09/04/2023,Devolution,Text,English,https://www.cog.go.ke/,,,Baraza la Magavana linatoa elimu ya raia juu ya jinsi bajeti za kaunti zinavyofanya kazi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Civic Education,Treasury engages citizens in tax education,National Treasury organizes awareness programs on tax and compliance.,National Treasury,15/04/2023,Finance,Text,English,https://www.treasury.go.ke/,,,Hazina ya Kitaifa hupanga mipango ya uhamasishaji juu ya ushuru na kufuata.,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Civic Education,Youth Agenda trains youth leaders in governance,Youth Agenda equips young leaders with civic education skills.,Youth Agenda,22/04/2023,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Ajenda ya vijana inawapa viongozi vijana na ustadi wa elimu ya raia.,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Civic Education,NGEC campaigns for women's political inclusion,NGEC advocates for equal representation of women in elective posts.,NGEC,30/04/2023,Gender Equality,Text,English,https://www.ngeckenya.org/,,,Mawakili wa NGEC wa uwakilishi sawa wa wanawake katika machapisho ya uchaguzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Civic Education,Katiba Institute explains public participation laws,Katiba Institute educates citizens on their role in public participation.,Katiba Institute,07/05/2023,Governance,Text,English,https://katibainstitute.org/,,,Taasisi ya Katiba inaelimisha raia juu ya jukumu lao katika ushiriki wa umma.,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Civic Education,IEBC rolls out election preparedness sessions,IEBC organizes forums on election integrity and preparedness for 2025.,IEBC,15/05/2023,Voter Education,Text,English,https://www.iebc.or.ke/,,,IEBC hupanga vikao juu ya uadilifu wa uchaguzi na utayari wa 2025.,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Civic Education,EACC creates community anti-bribery networks,EACC builds local watchdog groups to fight bribery in counties.,EACC,22/05/2023,Governance,Text,English,https://www.eacc.go.ke/,,,EACC huunda vikundi vya walinzi wa ndani kupigana na hongo katika kaunti.,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Civic Education,KNCHR introduces human rights clubs in schools,KNCHR starts clubs to teach students their constitutional rights.,KNCHR,29/05/2023,Human Rights,Text,English,https://www.knchr.org/,,,KNCHR huanza vilabu kufundisha wanafunzi haki zao za kikatiba.,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Civic Education,NCIC holds peace caravans across counties,NCIC uses peace caravans to spread unity messages ahead of elections.,NCIC,06/06/2023,Peace & Security,Text,English,https://www.ncic.or.ke/,,,NCIC hutumia misafara ya amani kueneza ujumbe wa umoja kabla ya uchaguzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,Civic Education,Council of Governors digitalizes civic education,Council of Governors launches an app for devolution awareness.,Council of Governors,12/06/2023,Devolution,Text,English,https://www.cog.go.ke/,,,Baraza la Magavana linazindua Programu ya Uhamasishaji wa Marekebisho.,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Civic Education,Treasury runs budget simulation workshops,National Treasury uses interactive tools to explain budgeting.,National Treasury,20/06/2023,Finance,Text,English,https://www.treasury.go.ke/,,,Hazina ya Kitaifa hutumia zana zinazoingiliana kuelezea bajeti.,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Civic Education,Youth Agenda promotes policy hackathons for youth,Youth Agenda introduces hackathons to design youth policies.,Youth Agenda,27/06/2023,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Ajenda ya vijana inaleta Hackathons kubuni sera za vijana.,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Civic Education,NGEC starts mentorship programs for women leaders,NGEC supports women through mentorship in political processes.,NGEC,04/07/2023,Gender Equality,Text,English,https://www.ngeckenya.org/,,,NGEC inasaidia wanawake kupitia ushauri katika michakato ya kisiasa.,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Civic Education,Katiba Institute launches civic podcasts,Katiba Institute produces podcasts to spread constitutional awareness.,Katiba Institute,11/07/2023,Governance,Text,English,https://katibainstitute.org/,,,Taasisi ya Katiba inazalisha podcasts kueneza ufahamu wa katiba.,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Civic Education,IEBC creates voter education TV series,IEBC partners with broadcasters to air voter awareness content.,IEBC,18/07/2023,Voter Education,Text,English,https://www.iebc.or.ke/,,,Washirika wa IEBC na watangazaji kwa maudhui ya uhamasishaji wa wapiga kura.,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Civic Education,EACC expands corruption hotlines,EACC introduces multiple reporting channels for whistleblowers.,EACC,24/07/2023,Governance,Text,English,https://www.eacc.go.ke/,,,EACC inaleta njia nyingi za kuripoti kwa wazungu.,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Civic Education,KNCHR delivers disability rights campaign,KNCHR promotes civic education for people with disabilities.,KNCHR,02/08/2023,Human Rights,Text,English,https://www.knchr.org/,,,KNCHR inakuza elimu ya raia kwa watu wenye ulemavu.,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Civic Education,NCIC strengthens county peace committees,NCIC forms new peace committees to address local conflicts.,NCIC,09/08/2023,Peace & Security,Text,English,https://www.ncic.or.ke/,,,NCIC huunda kamati mpya za amani kushughulikia mizozo ya mitaa.,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Civic Education,Council of Governors pilots county info hubs,Council of Governors tests local centers for devolution learning.,Council of Governors,15/08/2023,Devolution,Text,English,https://www.cog.go.ke/,,,Baraza la Magavana linajaribu vituo vya mitaa kwa ujifunzaji wa kujitolea.,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,Civic Education,Treasury sets up public finance Q&A sessions,National Treasury answers citizen queries on budget allocations.,National Treasury,21/08/2023,Finance,Text,English,https://www.treasury.go.ke/,,,Hazina ya Kitaifa inajibu maswali ya raia juu ya mgao wa bajeti.,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Civic Education,Youth Agenda launches social media governance series,Youth Agenda leverages TikTok to teach civic responsibility.,Youth Agenda,29/08/2023,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Ajenda ya vijana inaleta tiktok kufundisha uwajibikaji wa raia.,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Civic Education,NGEC pushes gender-sensitive budgeting,NGEC advocates for equal allocation in national and county budgets.,NGEC,05/09/2023,Gender Equality,Text,English,https://www.ngeckenya.org/,,,Mawakili wa NGEC wa mgao sawa katika bajeti za kitaifa na kata.,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,Civic Education,Katiba Institute distributes civic handbooks,Katiba Institute provides booklets on rights and responsibilities.,Katiba Institute,10/09/2023,Governance,Text,English,https://katibainstitute.org/,,,Taasisi ya Katiba hutoa vijitabu juu ya haki na majukumu.,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,Civic Education,IEBC engages boda boda operators in voter drives,IEBC uses boda boda networks to spread voter registration info.,IEBC,18/09/2023,Voter Education,Text,English,https://www.iebc.or.ke/,,,IEBC hutumia mitandao ya boda boda kueneza habari ya usajili wa wapigakura.,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,Civic Education,EACC trains CSOs on integrity monitoring,EACC works with civil society to enforce anti-corruption norms.,EACC,26/09/2023,Governance,Text,English,https://www.eacc.go.ke/,,,EACC inafanya kazi na asasi za kiraia kutekeleza kanuni za kupambana na ufisadi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,Civic Education,KNCHR introduces county legal aid desks,KNCHR launches legal help desks for marginalized communities.,KNCHR,03/10/2023,Human Rights,Text,English,https://www.knchr.org/,,,KNCHR inazindua dawati la msaada wa kisheria kwa jamii zilizotengwa.,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Civic Education,NCIC develops school peace curriculum,NCIC integrates peace lessons into school programs.,NCIC,10/10/2023,Peace & Security,Text,English,https://www.ncic.or.ke/,,,NCIC inajumuisha masomo ya amani katika programu za shule.,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Civic Education,Council of Governors partners for civic roadshows,Council of Governors runs roadshows on devolution awareness.,Council of Governors,16/10/2023,Devolution,Text,English,https://www.cog.go.ke/,,,Baraza la Magavana linaendesha picha za barabarani juu ya ufahamu wa uamuzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,Civic Education,Treasury digitizes financial literacy,Treasury creates an app to teach citizens about public finance.,National Treasury,24/10/2023,Finance,Text,English,https://www.treasury.go.ke/,,,Hazina huunda programu ya kufundisha raia juu ya fedha za umma.,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Civic Education,Youth Agenda holds leadership boot camps,Youth Agenda trains youth leaders on governance principles.,Youth Agenda,02/11/2023,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Ajenda ya vijana hufundisha viongozi wa vijana juu ya kanuni za utawala.,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Civic Education,NGEC hosts women empowerment conferences,NGEC organizes county-level events on gender inclusivity.,NGEC,10/11/2023,Gender Equality,Text,English,https://www.ngeckenya.org/,,,NGEC hupanga matukio ya kiwango cha kaunti juu ya umoja wa kijinsia.,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Civic Education,Katiba Institute launches online civic platform,Katiba Institute introduces e-learning for civic knowledge.,Katiba Institute,18/11/2023,Governance,Text,English,https://katibainstitute.org/,,,Taasisi ya Katiba inaleta kujifunza e kwa maarifa ya raia.,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Civic Education,IEBC runs awareness on electoral reforms,IEBC educates public on new reforms in electoral systems.,IEBC,25/11/2023,Voter Education,Text,English,https://www.iebc.or.ke/,,,IEBC inaelimisha umma juu ya mageuzi mapya katika mifumo ya uchaguzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Civic Education,EACC organizes integrity clubs in schools,EACC forms school clubs to nurture anti-corruption values.,EACC,01/12/2023,Governance,Text,English,https://www.eacc.go.ke/,,,EACC huunda vilabu vya shule ili kukuza maadili ya kupambana na ufisadi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Civic Education,KNCHR conducts civic forums on social justice,KNCHR hosts county dialogues on justice and equity.,KNCHR,08/12/2023,Human Rights,Text,English,https://www.knchr.org/,,,KNCHR inasimamia mazungumzo ya kaunti juu ya haki na usawa.,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Civic Education,NCIC rolls out anti-hate speech campaign,NCIC uses media to discourage hate speech in elections.,NCIC,14/12/2023,Peace & Security,Text,English,https://www.ncic.or.ke/,,,NCIC hutumia vyombo vya habari kukatisha tamaa hotuba ya chuki katika uchaguzi.,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Civic Education,Council of Governors introduces governance podcast,Council of Governors creates audio series on devolution matters.,Council of Governors,20/12/2023,Devolution,Text,English,https://www.cog.go.ke/,,,Baraza la Magavana huunda mfululizo wa sauti juu ya maswala ya kujitolea.,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Civic Education,Treasury runs fiscal transparency webinars,National Treasury organizes webinars on public finance accountability.,National Treasury,05/01/2024,Finance,Text,English,https://www.treasury.go.ke/,,,Hazina ya Kitaifa hupanga wavuti juu ya uwajibikaji wa fedha za umma.,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Civic Education,Youth Agenda builds digital activism toolkit,Youth Agenda trains youth to use tech for civic engagement.,Youth Agenda,12/01/2024,Youth Empowerment,Text,English,https://www.youthagenda.org/,,,Ajenda ya vijana hufundisha vijana kutumia teknolojia kwa ushiriki wa raia.,,,,,,,,,,,,,,,,,,,,,,,,,,,
