English,Swahili Translations,Swahili Confidences,Luo Translations,Luo Confidences
EACC sensitizes citizens on reporting corruption through county forums.,EACC inawajulisha raia kuhusu kuripoti ufisadi kupitia vikao vya wilaya.,0.662552807,EACC nyiso raia ni kik ginyis ji mibadhi kokalo kuom chokruoge mag distrikt.,0.444701221
KNCHR conducts outreach to educate the public on constitutional rights.,KNCHR huendeleza ufahamu wa elimu ya umma juu ya haki za kikatiba.,0.555281975,KNCHR jiwo ji mondo ong'e chike mag sirkal.,0.520985697
NCIC introduces peace programs to prevent electoral violence.,NCIC huanzisha mipango ya amani ili kuzuia vurugu za uchaguzi.,0.701399843,NCIC loso chenro mag kuwe mondo kik tim koko e yiero.,0.340038627
Council of Governors hosts sensitization sessions on devolved services.,Baraza la Waziri hufanya mikutano ya ufahamu juu ya huduma za kuhamishwa.,0.486797677,Bura mar Jo-Minister timo romo mar chiwo paro e wi tije mag loko ji.,0.3806406
National Treasury launches budget literacy training to promote transparency.,Wizara ya Fedha ya Taifa inazindua mafunzo ya kusoma na kuandika kwa bajeti ili kuendeleza uwazi.,0.576464424,Ofis mar weche pesa chako tiego ji mondo ging'e somo kod ndiko e yo maber.,0.423416074
Youth Agenda launches a program to enhance youth participation in governance.,Agenda ya Vijana inazindua mpango wa kuongeza ushiriki wa vijana katika utawala.,0.727289566,Chenro mar Rowere chako chenro mar medo riwo rowere lwedo e weche mag loch.,0.486880282
NGEC promotes public dialogue on gender equality and anti-discrimination laws.,NGEC inakuza mazungumzo ya umma juu ya usawa wa jinsia na sheria za kupambana na ubaguzi.,0.749817195,NGEC jiwo ji mondo owuo e wi wach bedo gi winjruok e kind chwo gi mon kod monjo ji.,0.518572486
Katiba Institute runs a civic education campaign on citizen rights and freedoms.,Katiba Institute inaendesha kampeni ya elimu ya raia juu ya haki na uhuru wa raia.,0.772478765,"Ka en kamano, to kare, riwruok mar Charter Institute timo kampen mar puonjo ji e wi ratiro kod thuolo mag dhano.",0.329199828
IEBC develops digital platforms for educating new voters.,IEBC inaendeleza majukwaa ya dijiti ya kuelimisha wapiga kura wapya.,0.730539195,IEBC loso chenro mag tiego joma biro yiero manyien.,0.473761668
EACC campaigns to encourage anonymous reporting of corruption cases.,EACC inashiriki katika kampeni za kuchochea kuripoti kwa jina la mtu kuhusu kesi za ufisadi.,0.508898547,EACC tiyo gi yore mopogore opogore e jiwo ji mondo ochiw ripot e lo jomoko e wi weche mag mibadhi.,0.513922742
KNCHR educates citizens on inclusion of marginalized communities.,KNCHR huwaelimisha raia kuhusu kuingiza jamii zilizoachwa kando.,0.554108543,KNCHR puonjo raia mondo okony joma ogonygi.,0.373999821
NCIC hosts peacebuilding forums through inter-community cultural events.,NCIC huandaa vikao vya kujenga amani kupitia hafla za kitamaduni za jamii.,0.656325441,NCIC chano chenro mag loso kuwe kokalo kuom gik ma timore e alwora.,0.447363835
Council of Governors rolls out civic education on how county budgets work.,Baraza la Waziri Mkuu huanzisha elimu ya raia juu ya jinsi bajeti za wilaya zinavyofanya kazi.,0.546650236,Bura mar Prime Minister chako puonjo ji kaka bajet mag alwora tiyo.,0.436394512
National Treasury organizes awareness programs on tax and compliance.,Wizara ya Fedha ya Taifa huandaa mipango ya ufahamu kuhusu kodi na kufuata.,0.567373485,Ofis mar National Finance loso chenro mag chiwo paro e wi wach chulo osuru kendo luwo chikego.,0.432490316
Youth Agenda equips young leaders with civic education skills.,Agenda ya Vijana huandaa viongozi vijana na ujuzi wa elimu ya kiraia.,0.636017277,Chenro mar Rowere chiwo jotelo ma rowere gi lony e somo mar sirkal.,0.487487424
NGEC advocates for equal representation of women in elective posts.,NGEC inawasaidia wanawake kupata nafasi sawa katika nafasi za uchaguzi.,0.505790557,NGEC konyo mon yudo thuolo maromre e yiero.,0.574987296
Katiba Institute educates citizens on their role in public participation.,Katiba Institute huwaelimisha raia juu ya jukumu lao katika ushiriki wa umma.,0.770060558,Charter Institute puonjo raia kuom migawo ma gin-go e konyo oganda.,0.459050415
IEBC organizes forums on election integrity and preparedness for 2025.,IEBC inaandaa vikao juu ya uadilifu wa uchaguzi na maandalizi ya 2025.,0.682082349,IEBC chano chokruoge mag paro e wi wach yiero kod ikruok ne yiero mar 2025.,0.434616977
EACC builds local watchdog groups to fight bribery in counties.,EACC hujenga vikundi vya ulinzi wa ndani ili kupambana na rushwa katika kaunti.,0.608630351,EACC loso riwruoge mag rito sirkal mondo oked gi mibadhi e gweng'no.,0.546263261
KNCHR starts clubs to teach students their constitutional rights.,KNCHR huanzisha klabu za kufundisha wanafunzi haki zao za kikatiba.,0.758955909,KNCHR chako riwruoge mag puonjo nyithindo chike mag sirkal.,0.440237832
NCIC uses peace caravans to spread unity messages ahead of elections.,NCIC hutumia magari ya amani kueneza ujumbe wa umoja kabla ya uchaguzi.,0.769213439,NCIC tiyo gi mtokni mag kuwe mondo oland ote mar winjruok e kinde mag yiero.,0.55673959
Council of Governors launches an app for devolution awareness.,Baraza la Waziri Mkuu laanza programu ya ufahamu wa uhamisho.,0.401303563,Bura mar Prime Minister chako chenro mar chiwo paro e wi kaka ibiro ter ji e pinje mamoko.,0.362049589
National Treasury uses interactive tools to explain budgeting.,Wizara ya Fedha ya Kitaifa hutumia zana za maingiliano kueleza bajeti.,0.66808549,Ofis mar National Finance tiyo gi yore mag goyo mbaka mondo oler pesa ma itiyogo e loso bajet.,0.367634878
Youth Agenda introduces hackathons to design youth policies.,Agenda Youth inaanzisha hackathons ili kubuni sera za vijana.,0.608918596,Agenda Youth chako chenro mar timo chenro mag tiyo gi yore mag manyo mor e ngima rowere.,0.309441303
NGEC supports women through mentorship in political processes.,NGEC huwasaidia wanawake kupitia ushauri katika michakato ya kisiasa.,0.646359803,NGEC konyo mon kokalo kuom chiwo paro e weche siasa.,0.684954768
Katiba Institute produces podcasts to spread constitutional awareness.,Katiba Institute huzalisha podcast ili kueneza ufahamu wa kikatiba.,0.728076968,"Ka en kamano, to kare, riwruok mar Charter Institute loso podcast mondo okony ji ong'e chik.",0.305409011
IEBC partners with broadcasters to air voter awareness content.,IEBC inashirikiana na waangalizi wa matangazo ili kutoa habari za ufahamu wa wapiga kura.,0.5459552,IEBC tiyo kanyachiel gi joma nono weche mag redio mondo omi ji ong'e weche ma biro timore ne joma biro yiero.,0.424044976
EACC introduces multiple reporting channels for whistleblowers.,EACC inaanzisha njia nyingi za kuripoti kwa wafanyabiashara wa habari.,0.523651677,EACC chako yore mang'eny mag chiwo ripot ne jo ohala mag weche.,0.541072469
KNCHR promotes civic education for people with disabilities.,KNCHR inakuza elimu ya kiraia kwa watu wenye ulemavu.,0.753114887,KNCHR jiwo somo mar ji duto ma nigi midekre.,0.512429748
NCIC forms new peace committees to address local conflicts.,NCIC inaunda halmashauri mpya za amani kushughulikia migogoro ya ndani.,0.699830377,NCIC loso komiti manyien mag loso kuwe mondo otiek ywaruok manie kindgi.,0.526085318
Council of Governors tests local centers for devolution learning.,Baraza la Waziri wa Serikali hujaribu vituo vya ndani vya kujifunza kwa ajili ya utoaji.,0.390692054,Bura mar Ministri mar Piny owacho nono kuonde ma ji puonjoree weche Muma mondo omi ji ochiw chiwo.,0.274703897
National Treasury answers citizen queries on budget allocations.,Wizara ya Fedha ya Taifa hujibu maswali ya raia kuhusu bajeti.,0.572715331,Ofis mar weche pesa mar pinyno chiwo dwoko mag penjo ma ji nigo e wi pesa ma gitiyogo.,0.460063382
Youth Agenda leverages TikTok to teach civic responsibility.,Agenda ya Vijana hutumia TikTok kufundisha uwajibikaji wa kiraia.,0.692011577,Riwruok mar Riwruok mar Rowere tiyo gi TikTok e puonjo ji bedo gi ting ' mar bedo raia.,0.484353452
NGEC advocates for equal allocation in national and county budgets.,NGEC inawasaidia kwa ajili ya usambazaji sawa katika bajeti ya kitaifa na wilaya.,0.626480583,NGEC konyo ji mondo obed gi pesa ma romre e piny mangima kod e alwora.,0.379500905
Katiba Institute provides booklets on rights and responsibilities.,Katiba Institute hutoa vijitabu kuhusu haki na wajibu.,0.749515821,Constitution Institute chiwo buge moting'o weche motudore gi ratiro koda ting' mag ng'ato.,0.503105809
IEBC uses boda boda networks to spread voter registration info.,IEBC hutumia mitandao ya boda boda kusambaza habari za usajili wa wapiga kura.,0.781684926,IEBC tiyo gi intanet mar boda boda mondo oland weche mag joma ne dhi yiero.,0.480382591
EACC works with civil society to enforce anti-corruption norms.,EACC inafanya kazi na jamii ya kiraia ili kutekeleza kanuni za kupambana na ufisadi.,0.780246109,EACC tiyo gi riwruok mar oganda dhano e siro chenro mag kedo gi mibadhi.,0.557423386
KNCHR launches legal help desks for marginalized communities.,KNCHR inazindua ofisi za msaada wa kisheria kwa jamii zilizoachwa kando.,0.604153088,KNCHR chako tije mag konyo joma odong' chien.,0.470628798
NCIC integrates peace lessons into school programs.,NCIC huingiza masomo ya amani katika programu za shule.,0.718313714,NCIC keto puonj mag kuwe e program mag skul.,0.564137238
Council of Governors runs roadshows on devolution awareness.,Baraza la Waziri hufanya maonyesho ya barabara juu ya ufahamu wa uhamisho.,0.541718607,Bura mar Jo-Minister timo ranyisi mar ng'eyo kaka inyalo ng'ad bura.,0.306456514
Treasury creates an app to teach citizens about public finance.,Wizara ya Hazina imeunda programu ya kuwafundisha raia kuhusu fedha za umma.,0.688644636,Ofis mar pesa osechako chenro mar puonjo raia e wi pesa mag sirkal.,0.451607492
Youth Agenda trains youth leaders on governance principles.,Agenda ya Vijana inawafundisha viongozi wa vijana kanuni za utawala.,0.65080794,Chenro mar Rowere puonjo jotend rowere chike mag loch.,0.591602349
NGEC organizes county-level events on gender inclusivity.,NGEC huandaa matukio ya kiwango cha wilaya juu ya ujumuishaji wa jinsia.,0.64006313,NGEC chano weche moko e wi weche nindruok.,0.446457525
Katiba Institute introduces e-learning for civic knowledge.,Katiba Institute inaanzisha e-kujifunza kwa ajili ya ujuzi wa raia.,0.623884731,Charter Institute chako somo e-somo mondo okony ji obed gi lony.,0.38625255
IEBC educates public on new reforms in electoral systems.,IEBC huwaelimisha umma kuhusu mageuzi mapya katika mifumo ya uchaguzi.,0.725986804,IEBC puonjo ji e wi lokruok manyien ma timore e chenro mag yiero.,0.527677959
EACC forms school clubs to nurture anti-corruption values.,EACC huunda vilabu vya shule ili kusitawisha maadili ya kupambana na ufisadi.,0.706429133,EACC loso riwruoge mag skul mondo okony e kedo gi mibadhi.,0.52965368
KNCHR hosts county dialogues on justice and equity.,KNCHR huandaa mazungumzo ya wilaya juu ya haki na usawa.,0.71870248,KNCHR chano mondo otim chokruoge mag alwora e wi wach bedo gi winjruok maber gi jomoko.,0.387081
NCIC uses media to discourage hate speech in elections.,NCIC hutumia vyombo vya habari kuharibu hotuba za chuki katika uchaguzi.,0.672936976,NCIC tiyo gi weche miwacho e redio kod e redio mondo oketh weche mag sigu e yiero.,0.400457286
Council of Governors creates audio series on devolution matters.,Baraza la Waziri huandaa mfululizo wa sauti kuhusu masuala ya uhamisho.,0.539462363,Bura mar Jo-Minister chiwo weche mang'eny ma wuoyo e wi wach golo ji e pinje mamoko.,0.382913955
National Treasury organizes webinars on public finance accountability.,Wizara ya Fedha ya Taifa inaandaa webinars juu ya uwajibikaji wa fedha za umma.,0.616394742,Ofis mar National Finance Office loso webinars e wi wach ting ' mar pesa mag sirkal.,0.386151568
Youth Agenda trains youth to use tech for civic engagement.,Agenda ya Vijana inawafundisha vijana kutumia teknolojia kwa ajili ya ushiriki wa kiraia.,0.631802585,Chenro mar Rowere puonjo rowere kaka ginyalo tiyo gi teknoloji e konyo oganda.,0.581698352
NGEC engages lawmakers on gender-sensitive laws.,NGEC hujiunga na wabunge kuhusu sheria zinazohusiana na jinsia.,0.613548443,NGEC tiyo gi chike ma tayo weche nindruok e kot.,0.385135151
Katiba Institute creates animations for civic education outreach.,Katiba Institute huunda uhuishaji kwa ajili ya elimu ya raia.,0.582721096,Charter Institute loso chenro mar puonjo ji.,0.413187765
IEBC launches initiatives for diaspora voter registration.,IEBC inazindua mipango ya usajili wa wapiga kura wa diaspora.,0.703129793,IEBC chako chenro mar ndiko joma biro yiero e pinje mamoko.,0.490548264
EACC introduces a mobile app for easy reporting of corruption.,EACC inaanzisha programu ya simu kwa ajili ya kuripoti kwa urahisi ufisadi.,0.659103159,EACC chako tiyo gi simo mondo okony e chiwo ripot mayot kuom mibadhi.,0.550863271
KNCHR trains paralegals to support communities on legal rights.,KNCHR inawazoeza wanasheria kusaidia jamii katika haki za kisheria.,0.604401758,KNCHR tiego josiasa mondo okony oganda e weche mag chike.,0.576338368
NCIC partners with religious groups to promote peace.,NCIC inashirikiana na vikundi vya kidini ili kuendeleza amani.,0.766631868,NCIC tiyo kanyachiel gi dinde mamoko mondo gikony e loso kuwe.,0.513697848
Council of Governors opens civic education hubs in rural areas.,Baraza la Waziri wa Habari linafungua vituo vya elimu ya raia katika maeneo ya vijijini.,0.575820595,Ministim mar Weche Manie Piny owacho chako somo e gwenge mosokore.,0.284670187
Treasury introduces online tools for public finance monitoring.,Wizara ya Hazina inaanzisha zana za mtandaoni za kufuatilia fedha za umma.,0.709113721,Ofis mar pesa e piny mangima chako tiyo gi intanet mondo onon weche mag pesa.,0.331752342
Youth Agenda mentors youth on governance and civic duty.,Agenda ya Vijana huwapa vijana mafunzo kuhusu utawala na wajibu wa kiraia.,0.558334342,Chenro mar Rowere konyo rowere mondo ong'e kaka ginyalo tiyo gi sirkal e yo maber.,0.495980086
NGEC educates public on GBV reporting and legal remedies.,NGEC inaelimisha umma kuhusu taarifa za GBV na njia za kisheria za kuondoa makosa.,0.47469773,NGEC puonjo ji weche mag GBV kod kaka inyalo tiek ketho mag joma ok kare.,0.398853364
Katiba Institute produces documentaries on citizen rights.,Katiba Institute huzalisha filamu za maandishi kuhusu haki za raia.,0.675205936,Kanise mag Constitution Institute loso sinema ma wuoyo e wi ratiro mag raia.,0.397613514
IEBC collaborates with universities on voter education research.,IEBC inashirikiana na vyuo vikuu katika utafiti wa elimu ya wapiga kura.,0.819360346,IEBC tiyo kanyachiel gi yunivasiti e timo nonro e wi somo mar josiasa.,0.620748621
EACC equips media practitioners with skills for reporting corruption.,EACC huwapa wataalamu wa vyombo vya habari ujuzi wa kuripoti ufisadi.,0.760504802,EACC miyo joma olony e weche mag mbaka lony mar chiwo ripot e wi mibadhi.,0.500595876
KNCHR provides free legal aid during public forums.,KNCHR hutoa msaada wa kisheria bure wakati wa vikao vya umma.,0.785067521,KNCHR chiwo kony mar chik maonge chudo e seche mag chokruoge mag oganda.,0.465327236
NCIC trains local mediators for conflict resolution.,NCIC inawazoeza wasuluhishi wa ndani kwa ajili ya kutatua migogoro.,0.612266538,NCIC tiego joma loso weche e kindgi giwegi mondo okonygi e tieko ywaruok.,0.513106829
Council of Governors releases e-learning content on devolution.,Baraza la Waziri wa Habari linatoa habari kuhusu utoaji wa fedha kupitia e-learning.,0.352704257,Bura mar Joote mag Piny owacho chiwo ripot e wi kaka inyalo gony ji kokalo kuom somo e yor intanet.,0.30299048
